UCS_F,UCS_TIPO,DEPARTAMENTO,NUM_SUELOS,NIVEL_TAXO,RAO,NUCLEO_ID
LVAd2,Asociacion,Caqueta,4,4,0.5,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVAc,Asociacion,Caqueta,4,4,0.5,2
LVAd2,Asociacion,Caqueta,4,4,0.5,2
VVDa,Asociacion,Caqueta,4,4,0.55,2
MUCai,Asociacion,Caqueta,2,4,0.36,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVAc,Asociacion,Caqueta,4,4,0.5,2
PVEai,Asociacion,Caqueta,3,4,0.6,2
PVEai,Asociacion,Caqueta,3,4,0.6,2
PVEai,Asociacion,Caqueta,3,4,0.6,2
LVDb,Asociacion,Caqueta,2,4,0.48,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVAc,Asociacion,Caqueta,4,4,0.5,2
LVAc,Asociacion,Caqueta,4,4,0.5,2
LVAc,Asociacion,Caqueta,4,4,0.5,2
LVCb,Asociacion,Caqueta,3,4,0.66,2
LVCc,Asociacion,Caqueta,3,4,0.66,2
VUBa,Asociacion,Caqueta,3,4,0.66,2
VVCa,Asociacion,Caqueta,3,4,0.28,2
VVCa,Asociacion,Caqueta,3,4,0.28,2
VVCa,Asociacion,Caqueta,3,4,0.28,2
LUAc,Asociacion,Caqueta,3,4,0.54,2
VUCa,Asociacion,Caqueta,2,4,0.48,2
VUBa,Asociacion,Caqueta,3,4,0.66,2
LUAc,Asociacion,Caqueta,3,4,0.54,2
LUAc,Asociacion,Caqueta,3,4,0.54,2
LVAe2,Asociacion,Caqueta,4,4,0.5,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
MKAg,Asociacion,Caqueta,3,4,0.54,2
VVCa,Asociacion,Caqueta,3,4,0.28,2
LUAc,Asociacion,Caqueta,3,4,0.54,2
LVCb,Asociacion,Caqueta,3,4,0.66,2
VVDa,Asociacion,Caqueta,4,4,0.55,2
LVAd2,Asociacion,Caqueta,4,4,0.5,2
LUAd2,Asociacion,Caqueta,3,4,0.54,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVDc,Asociacion,Caqueta,2,4,0.48,2
VVCa,Asociacion,Caqueta,3,4,0.28,2
LUBai,Asociacion,Caqueta,3,4,0.615,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LUBai,Asociacion,Caqueta,3,4,0.615,2
MVCg,Asociacion,Caqueta,3,4,0.47,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVDe2,Asociacion,Caqueta,2,4,0.48,2
LVDe2,Asociacion,Caqueta,2,4,0.48,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVAd,Asociacion,Caqueta,4,4,0.5,2
LVAd2,Asociacion,Caqueta,4,4,0.5,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
MVBf2,Asociacion,Caqueta,3,4,0.64,2
LVAe2,Asociacion,Caqueta,4,4,0.5,2
LVAd2,Asociacion,Caqueta,4,4,0.5,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
MVAd,Asociacion,Caqueta,3,4,0.28,2
MPAc,Asociacion,Caqueta,3,4,0.48,2
MPAc,Asociacion,Caqueta,3,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
MVAd,Asociacion,Caqueta,3,4,0.28,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
MPAc,Asociacion,Caqueta,3,4,0.48,2
LVAc,Asociacion,Caqueta,4,4,0.5,2
LVAc,Asociacion,Caqueta,4,4,0.5,2
LVAc,Asociacion,Caqueta,4,4,0.5,2
MVAc,Asociacion,Caqueta,3,4,0.28,2
MVAc,Asociacion,Caqueta,3,4,0.28,2
MVDf2,Asociacion,Caqueta,4,4,0.6,2
MVDf2,Asociacion,Caqueta,4,4,0.6,2
MVAg,Asociacion,Caqueta,3,4,0.28,2
MVAg,Asociacion,Caqueta,3,4,0.28,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVDb,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVAc,Asociacion,Caqueta,4,4,0.5,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVAd2,Asociacion,Caqueta,4,4,0.5,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVAc,Asociacion,Caqueta,4,4,0.5,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVEb,Asociacion,Caqueta,3,4,0.54,2
PVEai,Asociacion,Caqueta,3,4,0.6,2
LVAd2,Asociacion,Caqueta,4,4,0.5,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
VVCb,Asociacion,Caqueta,3,4,0.28,2
LVAd2,Asociacion,Caqueta,4,4,0.5,2
VVBai,Asociacion,Caqueta,2,4,0.24,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVCc,Asociacion,Caqueta,3,4,0.66,2
LVAd,Asociacion,Caqueta,4,4,0.5,2
VVBai,Asociacion,Caqueta,2,4,0.24,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVAc,Asociacion,Caqueta,4,4,0.5,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVAd2,Asociacion,Caqueta,4,4,0.5,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVEai,Asociacion,Caqueta,3,4,0.54,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVBai,Asociacion,Caqueta,2,4,0.48,2
LVAc,Asociacion,Caqueta,4,4,0.5,2
LVAc,Asociacion,Caqueta,4,4,0.5,2
LVAc2,Asociacion,Caqueta,4,4,0.5,2
MVBg,Asociacion,Caqueta,3,4,0.64,2
