OBJECTID,UCS,UCS_F,FASES,UCS_TIPO,DEPARTAMENTO,PAISAJE,CLIMA,TIPO_RELIEVE,LITOLOGIA,CARACTERISTICAS,PERFIL,PERFIL1,PERFIL2,PERFIL3,PERFIL4,AÅREA_ha,NUM_SUELO,SUELO1,SUELO2,SUELO3,SUELO4,PORC1,PORC2,PORC3,PORC4
36,MVD,MVDc,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,1194.781541,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
37,PVA,PVAa,"a, b, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Abanicos_antiguos,Sedimentos_coluvio_aluviales_mixtos,"Moderadamente_bien_drenados_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-204; CQ-34; CQ-33,T-204,CQ-34,CQ-33,NA,616.0246838,3,Typic_Hapludults,Typic_Kandiudox,Typic_Humaquepts,NA,40,30,30,NA
38,LVC,LVCc,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,3866.92762,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
39,LVC,LVCb,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,232.2082229,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
40,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,126.3341962,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
41,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,134.7711937,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
42,MUB,MUBg,"c, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Hogbacks_y_espinazos,"Estratos_fuertemente_basculados_de_areniscas,_arcillolitas_y_conglomerados","Bien_a_excesivamente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-3; T-244,CQ-3,T-244,NA,NA,3089.209057,3,Lithic_Udorthents,Typic_Dystrudepts,Afloramientos_rocosos,NA,50,40,10,NA
43,MUA,MUAf,"e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Filas_y_vigas,Granito_y_neiss_con_inclusiones_de_areniscas,"Bien_drenados,_superficiales_a_profundos,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-243; T-223,T-243,T-223,NA,NA,1219.954355,2,Lithic_Udorthents,Oxic_Dystrudepts,NA,NA,60,40,NA,NA
44,LVC,LVCa,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,135.9632643,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
46,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,98.04697481,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
48,MUA,MUAf,"e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Filas_y_vigas,Granito_y_neiss_con_inclusiones_de_areniscas,"Bien_drenados,_superficiales_a_profundos,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-243; T-223,T-243,T-223,NA,NA,4852.122137,2,Lithic_Udorthents,Oxic_Dystrudepts,NA,NA,60,40,NA,NA
49,MUA,MUAe,"e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Filas_y_vigas,Granito_y_neiss_con_inclusiones_de_areniscas,"Bien_drenados,_superficiales_a_profundos,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-243; T-223,T-243,T-223,NA,NA,5300.664432,2,Lithic_Udorthents,Oxic_Dystrudepts,NA,NA,60,40,NA,NA
50,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,1172.995633,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
51,MUC,MUCb,"ai, b",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Vallecitos,Sedimentos_aluviales_heterometricos_con_matriz_media_y_gruesa,"Bien_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos._Fertilidad_baja",CQ-23; T-245,CQ-23,T-245,NA,NA,120.6904797,2,Typic_Dystrudepts,Typic_Endoaquepts,NA,NA,60,40,NA,NA
52,PUA,PUAa,"a, b",Asociacion,Caqueta,Piedemonte_aluvial,Calido_muy_humedo,Abanicos_antiguos,Sedimentos_coluvio_aluviales_mixtos,"Bien_drenados,_moderadamente_profundos,_extremada_a_fuertemente_acidos._Fertilidad_baja",CQ-10; CQ-31,CQ-10,CQ-31,NA,NA,800.6444598,2,Typic_Dystrudepts,Typic_Kandiudox,NA,NA,50,50,NA,NA
53,MUA,MUAf,"e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Filas_y_vigas,Granito_y_neiss_con_inclusiones_de_areniscas,"Bien_drenados,_superficiales_a_profundos,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-243; T-223,T-243,T-223,NA,NA,258.9705514,2,Lithic_Udorthents,Oxic_Dystrudepts,NA,NA,60,40,NA,NA
54,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,5491.458396,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
55,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,202.4010876,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
56,MUA,MUAe,"e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Filas_y_vigas,Granito_y_neiss_con_inclusiones_de_areniscas,"Bien_drenados,_superficiales_a_profundos,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-243; T-223,T-243,T-223,NA,NA,3684.31482,2,Lithic_Udorthents,Oxic_Dystrudepts,NA,NA,60,40,NA,NA
57,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,3275.428145,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
58,LVA,LVAb,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,103.3692858,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
59,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,631.9632722,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
60,MKA,MKAg,"f, g",Asociacion,Caqueta,Montana_estructural_erosional,Frio_muy_humedo_y_humedo,Filas_y_vigas,Granito_y_neiss_fuertemente_meteorizados,"Bien_drenados,_moderadamente_profundos,_extremadamente_acidos,_con_alta_saturacion_de_aluminio._Fertilidad_baja",T-259; 149; T-227,T-259,149,T-227,NA,17534.90589,3,Typic_Humudepts,Typic_Dystrudepts,Andic_Dystrudepts,NA,40,30,30,NA
61,MPA,MPAg,"c, d, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Templado_muy_humedo_y_humedo,Filas_y_vigas,Materiales_metamorficos_(granulitas_y_pegmattas),"Bien_drenados,_moderadamente_profundos_a_superficiales,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",59; T-246; T-257,59,T-246,T-257,NA,20270.03355,3,Typic_Udorthents,Lithic_Udorthents,Typic_Dystrudepts,NA,40,30,30,NA
62,MPA,MPAf,"c, d, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Templado_muy_humedo_y_humedo,Filas_y_vigas,Materiales_metamorficos_(granulitas_y_pegmattas),"Bien_drenados,_moderadamente_profundos_a_superficiales,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",59; T-246; T-257,59,T-246,T-257,NA,36632.45716,3,Typic_Udorthents,Lithic_Udorthents,Typic_Dystrudepts,NA,40,30,30,NA
64,MUC,MUCai,"ai, b",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Vallecitos,Sedimentos_aluviales_heterometricos_con_matriz_media_y_gruesa,"Bien_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos._Fertilidad_baja",CQ-23; T-245,CQ-23,T-245,NA,NA,757.3847962,2,Typic_Dystrudepts,Typic_Endoaquepts,NA,NA,60,40,NA,NA
65,MUA,MUAf2,"e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Filas_y_vigas,Granito_y_neiss_con_inclusiones_de_areniscas,"Bien_drenados,_superficiales_a_profundos,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-243; T-223,T-243,T-223,NA,NA,5814.508911,2,Lithic_Udorthents,Oxic_Dystrudepts,NA,NA,60,40,NA,NA
66,MUA,MUAf2,"e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Filas_y_vigas,Granito_y_neiss_con_inclusiones_de_areniscas,"Bien_drenados,_superficiales_a_profundos,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-243; T-223,T-243,T-223,NA,NA,151.1945102,2,Lithic_Udorthents,Oxic_Dystrudepts,NA,NA,60,40,NA,NA
67,VUC,VUCb,b,Asociacion,Caqueta,Valle_aluvial,Calido_muy_humedo,Terraza_alta,Sedimentos_aluviales_finos_y_moderadamente_finos_sobre_capas_de_materiales_heterometricos_de_gran_espesor,"Bien_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-6; CQ-27,CQ-6,CQ-27,NA,NA,507.2884743,2,Typic_Hapludults,Typic_Endoaquepts,NA,NA,60,40,NA,NA
68,PUB,PUBa,"a, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_muy_humedo,Abanicos_subrecientes,Sedimentos_coluvio_aluviales_finos,"Bien_a_moderadamente_bien_drenados,_profundos_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-28; CQ-30,CQ-28,CQ-30,NA,NA,540.8807508,2,Typic_Hapludox,Oxic_Dystrudepts,NA,NA,50,50,NA,NA
69,VUB,VUBa,a,Asociacion,Caqueta,Valle_aluvial,Calido_muy_humedo,Terraza_media,Depositos_de_materiales_aluviales_mixtos,"Bien_a_imperfectamente_drenados,_moderadamente_profundos_a_superficiales,_extremada_a_muy_fuertemente_acidos._Fertilidad_baja",CQ-7; CQ-5; CQ-26,CQ-7,CQ-5,CQ-26,NA,53.85738787,3,Typic_Hapludults,Aquic_Dystrudepts,Hydric_Haplofibrist,NA,40,30,30,NA
70,LUB,LUBai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Vallecitos,Sedimentos_coluviales_finos_a_medianos_con_abundante_cuarzo,"Moderada_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_a_extremadamente_acidos._Fertilidad_moderada",CQ-1; CQ-2; CQ-21,CQ-1,CQ-2,CQ-21,NA,203.6112376,3,Typic_Udifluvents,Fluventic_Endoaquepts,Aquic_Dystrudepts,NA,40,30,30,NA
72,LUA,LUAc,"c, c2, d2, e2",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_moderadamente_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_bases_totales_bajas._Fertilidad_muy_baja",T-201; T-221; T-241,T-201,T-221,T-241,NA,692.0471269,3,Typic_Hapludults,Typic_Kandiudults,Oxic_Dystrudepts,NA,40,30,30,NA
73,LVA,LVAb,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,48.4661265,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
74,LVC,LVCb,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,182.3671399,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
75,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,1478.193137,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
76,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,153.6477155,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
77,LVC,LVCa,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,270.4342938,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
78,LVC,LVCa,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,1176.815052,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
79,VVD,VVDa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_alta,Depositos_aluviales_finos_y_medios,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_moderada_a_baja_capacidad_de_intercambio_cationico._Fertilidad_baja",CQ-63; CQ-45; CQ-18,CQ-63,CQ-45,CQ-18,NA,786.3119558,4,Typic_Hapludox,Typic_Kandiudox,Typic_Humaquepts,Typic_Dystrudepts,50,20,20,10
80,VVD,VVDa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_alta,Depositos_aluviales_finos_y_medios,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_moderada_a_baja_capacidad_de_intercambio_cationico._Fertilidad_baja",CQ-63; CQ-45; CQ-18,CQ-63,CQ-45,CQ-18,NA,4266.836984,4,Typic_Hapludox,Typic_Kandiudox,Typic_Humaquepts,Typic_Dystrudepts,50,20,20,10
83,LVD,LVDc,"a, b, c, d, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_mesas,Arcillolitas_y_lodolitas_que_alternan_con_arenas_ferruginosas_de_la_formacion_Orito,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_baja_saturacion_de_bases._Fertilidad_baja",CQ-43; CQ-44,CQ-43,CQ-44,NA,NA,2774.908833,2,Plintic_Hapludox,Typic_Udipsamments,NA,NA,60,40,NA,NA
84,VVB,VVBai,ai,Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Plano_de_inundacion,Depositos_organicos_con_alternancia_de_materiales_aluviales_finos,"Pobremente_drenados,_superficiales,_extremada_a_muy_fuertemente_acidos._Fertilidad_baja",CQ-36; CQ-16,CQ-36,CQ-16,NA,NA,186.973187,2,Typic_Endoaquepts,Typic_Humaquepts,NA,NA,60,40,NA,NA
85,VVB,VVBai,ai,Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Plano_de_inundacion,Depositos_organicos_con_alternancia_de_materiales_aluviales_finos,"Pobremente_drenados,_superficiales,_extremada_a_muy_fuertemente_acidos._Fertilidad_baja",CQ-36; CQ-16,CQ-36,CQ-16,NA,NA,2086.292011,2,Typic_Endoaquepts,Typic_Humaquepts,NA,NA,60,40,NA,NA
86,LVA,LVAe2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,23162.76141,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
90,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,1493.165084,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
91,MUB,MUBe,"c, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Hogbacks_y_espinazos,"Estratos_fuertemente_basculados_de_areniscas,_arcillolitas_y_conglomerados","Bien_a_excesivamente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-3; T-244,CQ-3,T-244,NA,NA,421.6980034,3,Lithic_Udorthents,Typic_Dystrudepts,Afloramientos_rocosos,NA,50,40,10,NA
253,VVD,VVDa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_alta,Depositos_aluviales_finos_y_medios,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_moderada_a_baja_capacidad_de_intercambio_cationico._Fertilidad_baja",CQ-63; CQ-45; CQ-18,CQ-63,CQ-45,CQ-18,NA,96.87570587,4,Typic_Hapludox,Typic_Kandiudox,Typic_Humaquepts,Typic_Dystrudepts,50,20,20,10
483,MVB,MVBf,"d, d2, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Crestones,Estratos_de_areniscas_con_alternancia_de_arcillolitas_y_conglomerados,"Bien_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",145; CQ-72; 76,145,CQ-72,76,NA,2844.266738,3,Typic_Udipsamments,Oxic_Dystrudepts,Typic_Kandiudox,NA,40,40,20,NA
485,MVB,MVBd,"d, d2, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Crestones,Estratos_de_areniscas_con_alternancia_de_arcillolitas_y_conglomerados,"Bien_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",145; CQ-72; 76,145,CQ-72,76,NA,165.9701645,3,Typic_Udipsamments,Oxic_Dystrudepts,Typic_Kandiudox,NA,40,40,20,NA
486,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,359.304934,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
565,LVE,LVEb,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,315.772005,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
566,LVC,LVCc,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,429.2942275,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
567,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,73.16390556,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
568,PVB,PVBc,"a, b, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Abanicos_subrecientes,Sedimentos_coluvio_aluviales_finos,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-233; T207; CQ-13,T-233,T207,CQ-13,NA,300.1649654,4,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Humaquepts,Typic_Paleudults,40,30,20,NA
928,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,206.4845393,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
47,ZU,ZU,Zona urbana,NA,Caqueta,Zona_urbana,Zona_urbana,Zona_urbana,Zona_urbana,Zona_urbana,Zona urbana,NA,NA,NA,NA,38.14266242,0,NA,NA,NA,NA,NA,NA,NA,NA
95,ZU,ZU,Zona urbana,NA,Caqueta,Zona_urbana,Zona_urbana,Zona_urbana,Zona_urbana,Zona_urbana,Zona urbana,NA,NA,NA,NA,38.45605024,0,NA,NA,NA,NA,NA,NA,NA,NA
