OID,OBJECTID,No_UCS,UCS,UCS_F,PAISAJE,TIPO_RELIE,CLIMA,LITOLOGÍA,PROCESOS_G,CARACTERIS,COMPONENTE,PERFIL,PORCENTAJE,Conteo,Suelo1,Suelo2,Suelo3,Suelo4,Perfil1,Perfil2,Perfil3,Porcent1,Porcent2,Porcent3,Porcent4,Index_Taxo,Index_Prop,Unit_Carto,Departamen
-1,1470,UCS_1470,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1471,UCS_1471,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1472,UCS_1472,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1473,UCS_1473,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1474,UCS_1474,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1475,UCS_1475,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1476,UCS_1476,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1485,UCS_1485,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1486,UCS_1486,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1487,UCS_1487,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1488,UCS_1488,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1489,UCS_1489,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1490,UCS_1490,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1521,UCS_1521,VWA,VWAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,"Moderadamente profundos, limitados por fluctuaciones de nivel freatico, textura franca. Reaccion neutra. Fertilidad natural media",Consociacion: Aquic Ustifluvents; Areas de depositos de cauce,PN-130,"90, 10",2,Aquic_Ustifluvents,Areas_de_depositos_de_cauce,NA,NA,PN-130,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1522,UCS_1522,VWA,VWAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,"Moderadamente profundos, limitados por fluctuaciones de nivel freatico, textura franca. Reaccion neutra. Fertilidad natural media",Consociacion: Aquic Ustifluvents; Areas de depositos de cauce,PN-130,"90, 10",2,Aquic_Ustifluvents,Areas_de_depositos_de_cauce,NA,NA,PN-130,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1525,UCS_1525,VWA,VWAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,"Moderadamente profundos, limitados por fluctuaciones de nivel freatico, textura franca. Reaccion neutra. Fertilidad natural media",Consociacion: Aquic Ustifluvents; Areas de depositos de cauce,PN-130,"90, 10",2,Aquic_Ustifluvents,Areas_de_depositos_de_cauce,NA,NA,PN-130,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1821,UCS_1821,LVD,LVDd1,Lomerio,Lomas,"Calido, humedo",Areniscas con inclusiones de arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos, bien drenados, de textura franco arenosa. Fertilidad natural baja",Consociacion: Oxic Dystropepts; Typic Dystropepts,N-70; NS-50,"80, 20",2,Oxic_Dystropepts,Typic_Dystropepts,NA,NA,N-70,NS-50,NA,80,20,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1822,UCS_1822,LVD,LVDd1,Lomerio,Lomas,"Calido, humedo",Areniscas con inclusiones de arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos, bien drenados, de textura franco arenosa. Fertilidad natural baja",Consociacion: Oxic Dystropepts; Typic Dystropepts,N-70; NS-50,"80, 20",2,Oxic_Dystropepts,Typic_Dystropepts,NA,NA,N-70,NS-50,NA,80,20,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1823,UCS_1823,LVE,LVEe1,Lomerio,Lomas,"Calido, humedo",Areniscas con inclusiones de arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos a moderadamente profundos, bien drenados, textura franco arenosa. Fertilidad baja; muy alta saturacion de aluminio",Consociacion: Typic Dystropepts; Afloramiento rocoso,N-71,"90, 10",2,Typic_Dystropepts,Afloramiento_rocoso,NA,NA,N-71,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1824,UCS_1824,MQE,MQEg1,Montaña,Crestas homoclinales abruptas,Medio y humedo,"Arenisca, lutitas y calizas","Desprendimientos de roca, deslizamientos, solifluxion ligera por sectores","Muy superficiales a moderadamente profundos, excesivamente drenados, textura franco arenosa y arcillosa. Fertilidad natural baja y alta",Grupo Indiferenciado: Lithic Troporthents; Typic Eutropepts; Typic Dystropepts,PN-76; NS-3; N-12,"50, 40, 10",3,Lithic_Troporthents,Typic_Eutropepts,Typic_Dystropepts,NA,PN-76,NS-3,N-12,50,40,10,NA,0.000000000000000,0.000000000000000,Grupo_Indiferenciado,Norte_de_Santander
-1,1825,UCS_1825,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1492,UCS_1492,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1493,UCS_1493,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1495,UCS_1495,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1498,UCS_1498,VVC,VVCbp,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos, fragmentos de roca redondeados en superficie y dentro del perfil; textura arenosa y arcillosa. Extremadamente acida. Fertilidad baja",Consociacion: Fluventic Dystropepts,NS-159,100,1,Fluventic_Dystropepts,NA,NA,NA,NS-159,NA,NA,100,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1499,UCS_1499,VVC,VVCbp,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos, fragmentos de roca redondeados en superficie y dentro del perfil; textura arenosa y arcillosa. Extremadamente acida. Fertilidad baja",Consociacion: Fluventic Dystropepts,NS-159,100,1,Fluventic_Dystropepts,NA,NA,NA,NS-159,NA,NA,100,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1500,UCS_1500,VVC,VVCbp,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos, fragmentos de roca redondeados en superficie y dentro del perfil; textura arenosa y arcillosa. Extremadamente acida. Fertilidad baja",Consociacion: Fluventic Dystropepts,NS-159,100,1,Fluventic_Dystropepts,NA,NA,NA,NS-159,NA,NA,100,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1501,UCS_1501,VVC,VVCbp,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos, fragmentos de roca redondeados en superficie y dentro del perfil; textura arenosa y arcillosa. Extremadamente acida. Fertilidad baja",Consociacion: Fluventic Dystropepts,NS-159,100,1,Fluventic_Dystropepts,NA,NA,NA,NS-159,NA,NA,100,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1503,UCS_1503,VVC,VVCbp,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos, fragmentos de roca redondeados en superficie y dentro del perfil; textura arenosa y arcillosa. Extremadamente acida. Fertilidad baja",Consociacion: Fluventic Dystropepts,NS-159,100,1,Fluventic_Dystropepts,NA,NA,NA,NS-159,NA,NA,100,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1505,UCS_1505,VVC,VVCbp,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos, fragmentos de roca redondeados en superficie y dentro del perfil; textura arenosa y arcillosa. Extremadamente acida. Fertilidad baja",Consociacion: Fluventic Dystropepts,NS-159,100,1,Fluventic_Dystropepts,NA,NA,NA,NS-159,NA,NA,100,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1506,UCS_1506,VVC,VVCbp,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos, fragmentos de roca redondeados en superficie y dentro del perfil; textura arenosa y arcillosa. Extremadamente acida. Fertilidad baja",Consociacion: Fluventic Dystropepts,NS-159,100,1,Fluventic_Dystropepts,NA,NA,NA,NS-159,NA,NA,100,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1507,UCS_1507,VVD,VVDa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,"Moderadamente profundos, bien a imperfectamente drenados, de textura franco arcillo arenoso gravillosa y franco arcillosa. Fertilidad natural baja",Consociacion: Typic Troporthents; Fluventic Dystropepts,M-061; M-064,"90, 10",2,Typic_Troporthents,Fluventic_Dystropepts,NA,NA,M-061,M-064,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1527,UCS_1527,VWA,VWAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,"Moderadamente profundos, limitados por fluctuaciones de nivel freatico, textura franca. Reaccion neutra. Fertilidad natural media",Consociacion: Aquic Ustifluvents; Areas de depositos de cauce,PN-130,"90, 10",2,Aquic_Ustifluvents,Areas_de_depositos_de_cauce,NA,NA,PN-130,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1528,UCS_1528,VWA,VWAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,"Moderadamente profundos, limitados por fluctuaciones de nivel freatico, textura franca. Reaccion neutra. Fertilidad natural media",Consociacion: Aquic Ustifluvents; Areas de depositos de cauce,PN-130,"90, 10",2,Aquic_Ustifluvents,Areas_de_depositos_de_cauce,NA,NA,PN-130,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1529,UCS_1529,VWA,VWAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,"Moderadamente profundos, limitados por fluctuaciones de nivel freatico, textura franca. Reaccion neutra. Fertilidad natural media",Consociacion: Aquic Ustifluvents; Areas de depositos de cauce,PN-130,"90, 10",2,Aquic_Ustifluvents,Areas_de_depositos_de_cauce,NA,NA,PN-130,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1530,UCS_1530,VWA,VWAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,"Moderadamente profundos, limitados por fluctuaciones de nivel freatico, textura franca. Reaccion neutra. Fertilidad natural media",Consociacion: Aquic Ustifluvents; Areas de depositos de cauce,PN-130,"90, 10",2,Aquic_Ustifluvents,Areas_de_depositos_de_cauce,NA,NA,PN-130,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1531,UCS_1531,VWA,VWAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,"Moderadamente profundos, limitados por fluctuaciones de nivel freatico, textura franca. Reaccion neutra. Fertilidad natural media",Consociacion: Aquic Ustifluvents; Areas de depositos de cauce,PN-130,"90, 10",2,Aquic_Ustifluvents,Areas_de_depositos_de_cauce,NA,NA,PN-130,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1950,UCS_1950,VWC,VWCbp,Valle,Terraza agradacional,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Moderadamente profundos a profundos, limitados por cantos redondeados, de textura franco arenosa a franco arcillo limosa. Reaccion neutra. Fertilidad natural alta",Consociacion: Fluventic Ustropepts,PN-129,100,1,Fluventic_Ustropepts,NA,NA,NA,PN-129,NA,NA,100,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1641,UCS_1641,ZU,ZU,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1642,UCS_1642,ZU,ZU,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1643,UCS_1643,ZU,ZU,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1644,UCS_1644,ZU,ZU,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1645,UCS_1645,ZU,ZU,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1646,UCS_1646,ZU,ZU,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1647,UCS_1647,ZU,ZU,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1648,UCS_1648,ZU,ZU,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1649,UCS_1649,ZU,ZU,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1650,UCS_1650,ZU,ZU,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1651,UCS_1651,ZU,ZU,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1652,UCS_1652,ZU,ZU,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,Zona urbana,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1534,UCS_1534,VWA,VWAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,"Moderadamente profundos, limitados por fluctuaciones de nivel freatico, textura franca. Reaccion neutra. Fertilidad natural media",Consociacion: Aquic Ustifluvents; Areas de depositos de cauce,PN-130,"90, 10",2,Aquic_Ustifluvents,Areas_de_depositos_de_cauce,NA,NA,PN-130,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1535,UCS_1535,VWA,VWAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,"Moderadamente profundos, limitados por fluctuaciones de nivel freatico, textura franca. Reaccion neutra. Fertilidad natural media",Consociacion: Aquic Ustifluvents; Areas de depositos de cauce,PN-130,"90, 10",2,Aquic_Ustifluvents,Areas_de_depositos_de_cauce,NA,NA,PN-130,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
