OBJECTID,UCS_F,UCS_TIPO,DEPTO,NUM_SUELOS,NIVEL_TAXO,RAO,NUCLEO
826,RUAa,Consociacion,Meta,1,4,0.18,Nucleo 1
827,RUBa,Consociacion,Meta,1,4,0.32,Nucleo 1
828,RUBa,Consociacion,Meta,1,4,0.32,Nucleo 1
829,RUBa,Consociacion,Meta,1,4,0.32,Nucleo 1
830,RUBa,Consociacion,Meta,1,4,0.32,Nucleo 1
831,RUBa,Consociacion,Meta,1,4,0.32,Nucleo 1
832,RUBa,Consociacion,Meta,1,4,0.32,Nucleo 1
833,RUBa,Consociacion,Meta,1,4,0.32,Nucleo 1
834,RUBa,Consociacion,Meta,1,4,0.32,Nucleo 1
835,RUBa,Consociacion,Meta,1,4,0.32,Nucleo 1
836,RUBa,Consociacion,Meta,1,4,0.32,Nucleo 1
837,RUBa,Consociacion,Meta,1,4,0.32,Nucleo 1
838,RUBa,Consociacion,Meta,1,4,0.32,Nucleo 1
839,RUBa,Consociacion,Meta,1,4,0.32,Nucleo 1
840,RUCapx,Asociacion,Meta,3,4,0.53125,Nucleo 1
841,RUDax,Asociacion,Meta,3,4,0.5888,Nucleo 1
842,RUDax,Asociacion,Meta,3,4,0.5888,Nucleo 1
843,RUDax,Asociacion,Meta,3,4,0.5888,Nucleo 1
844,RUDax,Asociacion,Meta,3,4,0.5888,Nucleo 1
845,RUDax,Asociacion,Meta,3,4,0.5888,Nucleo 1
846,RUDax,Asociacion,Meta,3,4,0.5888,Nucleo 1
847,RUDax,Asociacion,Meta,3,4,0.5888,Nucleo 1
848,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
849,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
850,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
851,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
852,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
853,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
854,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
855,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
856,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
857,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
858,RVFay,Asociacion,Meta,2,4,0.5325,Nucleo 1
859,RVFay,Asociacion,Meta,2,4,0.5325,Nucleo 1
860,RVFay,Asociacion,Meta,2,4,0.5325,Nucleo 1
861,RVFay,Asociacion,Meta,2,4,0.5325,Nucleo 1
862,RVFay,Asociacion,Meta,2,4,0.5325,Nucleo 1
863,RVGay,Consociacion,Meta,1,4,0.42,Nucleo 1
864,RVGay,Consociacion,Meta,1,4,0.42,Nucleo 1
865,RVGay,Consociacion,Meta,1,4,0.42,Nucleo 1
866,RVGay,Consociacion,Meta,1,4,0.42,Nucleo 1
867,RVGay,Consociacion,Meta,1,4,0.42,Nucleo 1
868,RVGay,Consociacion,Meta,1,4,0.42,Nucleo 1
869,RVGay,Consociacion,Meta,1,4,0.42,Nucleo 1
870,RVGay,Consociacion,Meta,1,4,0.42,Nucleo 1
871,RVGay,Consociacion,Meta,1,4,0.42,Nucleo 1
872,RVGay,Consociacion,Meta,1,4,0.42,Nucleo 1
873,RVGay,Consociacion,Meta,1,4,0.42,Nucleo 1
874,RVHay,Asociacion,Meta,2,4,0.39875,Nucleo 1
875,RVLax,Consociacion,Meta,1,4,0.255,Nucleo 1
876,RVLax,Consociacion,Meta,1,4,0.255,Nucleo 1
877,RVLax,Consociacion,Meta,1,4,0.255,Nucleo 1
878,RVLax,Consociacion,Meta,1,4,0.255,Nucleo 1
879,RVMax,Asociacion,Meta,3,4,0.4975,Nucleo 1
880,RVMax,Asociacion,Meta,3,4,0.4975,Nucleo 1
881,RVMax,Asociacion,Meta,3,4,0.4975,Nucleo 1
882,RVMax,Asociacion,Meta,3,4,0.4975,Nucleo 1
883,RVMax,Asociacion,Meta,3,4,0.4975,Nucleo 1
884,RVMax,Asociacion,Meta,3,4,0.4975,Nucleo 1
885,RVMax,Asociacion,Meta,3,4,0.4975,Nucleo 1
886,RVMax,Asociacion,Meta,3,4,0.4975,Nucleo 1
887,RVMax,Asociacion,Meta,3,4,0.4975,Nucleo 1
888,RVMax,Asociacion,Meta,3,4,0.4975,Nucleo 1
889,RVMax,Asociacion,Meta,3,4,0.4975,Nucleo 1
890,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
891,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
892,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
893,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
894,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
895,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
896,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
897,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
898,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
899,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
900,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
901,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
902,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
903,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
904,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
905,RVNax,Complejo,Meta,2,4,0.55625,Nucleo 1
908,VVAaxy,Asociacion,Meta,3,4,0.495,Nucleo 1
909,VVAaxy,Asociacion,Meta,3,4,0.495,Nucleo 1
910,VVAaxy,Asociacion,Meta,3,4,0.495,Nucleo 1
911,VVAaxy,Asociacion,Meta,3,4,0.495,Nucleo 1
912,VVAaxy,Asociacion,Meta,3,4,0.495,Nucleo 1
913,VVAaxy,Asociacion,Meta,3,4,0.495,Nucleo 1
914,VVAaxy,Asociacion,Meta,3,4,0.495,Nucleo 1
915,VVAaxy,Asociacion,Meta,3,4,0.495,Nucleo 1
916,VVAaxy,Asociacion,Meta,3,4,0.495,Nucleo 1
917,VVBaxy,Asociacion,Meta,2,4,0.635,Nucleo 1
918,VVBaxy,Asociacion,Meta,2,4,0.635,Nucleo 1
991,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
992,AVEc1,Consociacion,Vichada,3,4,0.51,Nucleo 1
993,AVEd1,Consociacion,Vichada,3,4,0.51,Nucleo 1
994,AVEd1,Consociacion,Vichada,3,4,0.51,Nucleo 1
995,AVEd1,Consociacion,Vichada,3,4,0.51,Nucleo 1
996,AVEd1,Consociacion,Vichada,3,4,0.51,Nucleo 1
997,AVBb,Complejo,Vichada,4,4,0.49125,Nucleo 1
998,LUBc1,Asociacion,Vichada,6,4,0.7125,Nucleo 1
999,LUBc1,Asociacion,Vichada,6,4,0.7125,Nucleo 1
1000,LUBd2,Asociacion,Vichada,6,4,0.7125,Nucleo 1
1001,LUBd2,Asociacion,Vichada,6,4,0.6125,Nucleo 1
1002,LUBd2,Asociacion,Vichada,6,4,0.6125,Nucleo 1
1003,LUBd2,Asociacion,Vichada,6,4,0.6125,Nucleo 1
1004,LUBd2,Asociacion,Vichada,6,4,0.6125,Nucleo 1
1005,LUBd2,Asociacion,Vichada,6,4,0.6125,Nucleo 1
1006,LUBd2,Asociacion,Vichada,6,4,0.6125,Nucleo 1
1007,LUBd2,Asociacion,Vichada,6,4,0.6125,Nucleo 1
1008,LUBd2,Asociacion,Vichada,6,4,0.6125,Nucleo 1
1009,AVBd2,Complejo,Vichada,4,4,0.49125,Nucleo 1
1010,AVBd2,Complejo,Vichada,4,4,0.49125,Nucleo 1
1011,AVBd2,Complejo,Vichada,4,4,0.49125,Nucleo 1
1012,AVBb1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1013,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1014,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1015,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1016,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1017,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1018,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1019,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1020,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1021,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1022,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1023,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1024,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1025,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1026,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1027,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1028,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1029,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1030,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1031,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1032,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1033,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1034,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1035,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1036,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1037,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1038,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1039,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1040,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1041,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1042,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1043,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1044,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1045,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1046,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1047,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1048,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1049,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1050,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1051,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1052,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1053,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1054,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1055,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1056,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1057,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1058,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1059,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1060,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1061,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1062,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1063,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1064,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1065,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1066,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1067,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1068,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1069,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1070,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1071,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1072,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1073,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1074,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1075,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1076,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1077,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1078,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1079,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1080,VVBai,Asociacion,Vichada,4,4,0.6425,Nucleo 1
1081,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1082,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1083,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1084,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1085,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1086,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1087,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1088,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1089,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1090,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1091,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1092,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1093,LUCai,Consociacion,Vichada,1,4,0.095,Nucleo 1
1094,LUBd1,Asociacion,Vichada,6,4,0.7125,Nucleo 1
1095,LUBd1,Asociacion,Vichada,6,4,0.7125,Nucleo 1
1096,LUAb1,Consociacion,Vichada,3,4,0.36,Nucleo 1
1097,LUAb1,Consociacion,Vichada,3,4,0.36,Nucleo 1
1098,LUAb1,Consociacion,Vichada,3,4,0.36,Nucleo 1
1099,LUAb1,Consociacion,Vichada,3,4,0.36,Nucleo 1
1100,LUAb1,Consociacion,Vichada,3,4,0.36,Nucleo 1
1101,LUBd2,Asociacion,Vichada,6,4,0.6125,Nucleo 1
1102,LUBd2,Asociacion,Vichada,6,4,0.6125,Nucleo 1
1103,LUBc2,Asociacion,Vichada,6,4,0.7125,Nucleo 1
1104,LUBc2,Asociacion,Vichada,6,4,0.7125,Nucleo 1
1105,LUBc2,Asociacion,Vichada,6,4,0.7125,Nucleo 1
1106,LUBc2,Asociacion,Vichada,6,4,0.7125,Nucleo 1
1107,LUBc2,Asociacion,Vichada,6,4,0.7125,Nucleo 1
1108,LUBc2,Asociacion,Vichada,6,4,0.7125,Nucleo 1
1109,VUBai,Complejo,Vichada,3,4,0.635,Nucleo 1
1110,VUBai,Complejo,Vichada,3,4,0.635,Nucleo 1
1111,VUBai,Complejo,Vichada,3,4,0.635,Nucleo 1
1112,VUBai,Complejo,Vichada,3,4,0.635,Nucleo 1
1113,VUBai,Complejo,Vichada,3,4,0.635,Nucleo 1
1114,VUBai,Complejo,Vichada,3,4,0.635,Nucleo 1
1115,VUBai,Complejo,Vichada,3,4,0.635,Nucleo 1
1116,VUBai,Complejo,Vichada,3,4,0.635,Nucleo 1
1117,VUBai,Complejo,Vichada,3,4,0.635,Nucleo 1
1118,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1119,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1120,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1121,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1122,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1123,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1124,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1125,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1126,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1127,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1128,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1129,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1130,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1131,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1132,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1133,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1134,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1135,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1136,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1137,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1138,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1139,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1140,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1141,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1142,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1143,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1144,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1145,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1146,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1147,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1148,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1149,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1150,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1151,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1152,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1153,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1154,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1155,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1156,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1157,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1158,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1159,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1160,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1161,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1162,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1163,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1164,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1165,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1166,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1167,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1168,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1169,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1170,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1171,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1172,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1173,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1174,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1175,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1176,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1177,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1178,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1179,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1180,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1181,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1182,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1183,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1184,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1185,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1186,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1187,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1188,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1189,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1190,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1191,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1192,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1193,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1194,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1195,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1196,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1197,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1198,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1199,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1200,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1201,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1202,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1203,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1204,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1205,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1206,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1207,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1208,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1209,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1210,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1211,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1212,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1213,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1214,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1215,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1216,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1217,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1218,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1219,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1220,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1221,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1222,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1223,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1224,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1225,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1226,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1227,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1228,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1229,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1230,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1231,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1232,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1233,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1234,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1235,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1236,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1237,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1238,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1239,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1240,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1241,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1242,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1243,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1244,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1245,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1246,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1247,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1248,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1249,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1250,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1251,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1252,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1253,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1254,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1255,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1256,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1257,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1258,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1259,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1260,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1261,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1262,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1263,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1264,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1265,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1266,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1267,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1268,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1269,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1270,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1271,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1272,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1273,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1274,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1275,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1276,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1277,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1278,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1279,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1280,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1281,AVDbi,Asociacion,Vichada,3,4,0.395,Nucleo 1
1282,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1283,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1284,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1285,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1286,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1287,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1288,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1289,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1290,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1291,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1292,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
1293,AVBc1,Complejo,Vichada,4,4,0.49125,Nucleo 1
